ID,Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID,hashtags,diseases,medical_advice,topic,workplace_related,medical_medicine_related,discrimination,medicine_related,relational_challenges,social_emotional_challenges,managing_diseases,summarize
1320,Anxiety,an Account Manager,,Depression/Anxiety Talk,4 months,I've been dealing with some anxiety lately. Does anyone have tips for managing it at work?,1,4,1,2024-09-17 18:08:43,https://www.fishbowlapp.com/post/ive-been-dealing-with-some-anxiety-lately-does-anyone-have-tips-for-managing-it-at-work,757,No hashtags found,Anxiety,No.,Managing work anxiety.,Yes.,No.,No.,No.,No.,No.,Yes.,The key topic is managing anxiety at work.
1321,Anxiety,a Manager,,We're Pregnant!,a year,"How did you all work during first trimester? I can’t keep my eyes open, I can’t focus or concentrate, I’m nauseous and borderline having an anxiety attack half the time. I’m slacking on all work commitments and worried it’s going to lead to problems.",4,4,0,2024-09-17 18:08:56,https://www.fishbowlapp.com/post/how-did-you-all-work-during-first-trimester-i-cant-keep-my-eyes-open-i-cant-focus-or-concentrate-im-nauseous-and-borderline-having,758,No hashtags found,Anxiety,No.,Work during first trimester,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the challenges of working during the first trimester of pregnancy.
1322,Anxiety,an Administrative Assistant,,Administrative Assistants,6 months,Ever get that low-level panic feeling on Sunday night about the week ahead? Like your weekend never really existed? Anyone else struggle with work-related anxiety?,5,19,0,2024-09-17 18:09:19,https://www.fishbowlapp.com/post/ever-get-that-low-level-panic-feeling-on-sunday-night-about-the-week-ahead-like-your-weekend-never-really-existed-anyone,759,No hashtags found,Anxiety,No.,Work-related anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The key topic is work-related anxiety.
1323,Anxiety,a Designer,,Depression/Anxiety Talk,4 months,"Six months ago, my job mandated a full return to the office, and it's been tough. Dealing with toxic bosses & executives, along with other life issues that have come up, has worsened my anxiety & depression. Despite therapy, Im struggling to cope. Can therapists write accommodations for severe anxiety & depression? My job allows accommodations so I’m debating if I should try that route. The work I do is not an issue, but the environment was more manageable when remote. (Continued in comments)",4,5,0,2024-09-17 18:09:48,https://www.fishbowlapp.com/post/six-months-ago-my-job-mandated-a-full-return-to-the-office-and-its-been-tough-dealing-with-toxic-bosses-executives-along,760,No hashtags found,Anxiety,No.,Accommodations for,Yes.,No.,No.,No.,No.,No.,Yes.,The main topic is the struggle of coping with anxiety and depression in a toxic work environment and the possibility of seeking accommodations for it.
1324,Anxiety,an ACD Copywriter 1,,Depression/Anxiety Talk,6 months,I lost my grandpa 4 days after Thanksgiving to cancer. He passed here in our home. It was my first time witnessing a deceased body and he was my role model in life. My Dad was horrifically killed in October of 2020. Since they are both gone I have felt completely lost. In 2020 i fell into a bad meth addiction. I got a year clean then relapsed. When my grandpa died i relapsed again. I cant get more than 2 days clean. My depression/anxiety and my addiction control me. Im powerless. I need support.,6,5,0,2024-09-17 18:10:12,https://www.fishbowlapp.com/post/i-lost-my-grandpa-4-days-after-thanksgiving-to-cancer-he-passed-here-in-our-home-it-was-my-first-time-witnessing-a-deceased,761,No hashtags found,PTSD,No.,Addiction and Loss.,No.,No.,No.,No.,No.,No.,No.,The main topic is the author's struggle with addiction and mental health after the loss of their grandfather and father.
1325,Anxiety,a Project Manager,,Relationships,2 months,"I wish I could be vulnerable with my sister, talk about the ugly side of my life, work, and personal situation. A few years ago, when I started having my ""own"" life she became really bitter and made back-sided comments, showing arrogance & bragging in front of me, I think she was used to me being ""loser"" of the family (had severe social anxiety and was jobless) and now that I'm doing well and she feels threatened :(",1,6,0,2024-09-17 18:10:34,https://www.fishbowlapp.com/post/i-wish-i-could-be-vulnerable-with-my-sister-talk-about-the-ugly-side-of-my-life-work-and-personal-situation-a-few-years-ago-when,762,No hashtags found,Anxiety,No.,Sibling rivalry and jealousy.,No.,No.,No.,No.,No.,No.,No.,The main topic is the difficulty of being vulnerable with a sibling who shows bitterness and arrogance due to personal success.
1326,Anxiety,a Consumer Marketing Manager,,Marketing,6 months,"Does anyone take any meds (eg beta blockers, antidepressants, etc) to deal with anxiety at work? I tried a vyvanse today which seemed to help me focus (can understand why students take adderall to cram for exams) but kind of made me jittery/made it difficult to think on my feet a couple times today.",2,10,0,2024-09-17 18:10:58,https://www.fishbowlapp.com/post/does-anyone-take-any-meds-eg-beta-blockers-antidepressants-etc-to-deal-with-anxiety-at-work-i-tried-a-vyvanse-today-which,763,No hashtags found,Anxiety,No.,Anxiety medication at work,Yes.,No.,No.,Yes.,No.,No.,Yes.,The key topic is the use of medication to manage anxiety in the workplace.
1327,Anxiety,an Emergency Medical Technician,,The Worklife Bowl,9 months,I am struggling extremely hard right now- I like my job but I am not in love with it and I want to start my own business it is just hard because of every regular excuse to include an anxiety disorder on board… just stating something and hoping for some support. I’m literally working on it as I type. Do what you love ❤️ and have a great day,5,6,0,2024-09-17 18:11:27,https://www.fishbowlapp.com/post/i-am-struggling-extremely-hard-right-now-i-like-my-job-but-i-am-not-in-love-with-it-and-i-want-to-start-my-own-business-it-is-just,764,No hashtags found,Anxiety,No.,Career change and anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the struggle of wanting to start a business while dealing with anxiety and not being fully satisfied with a current job.
1328,Anxiety,an Associate 1,,Staying Healthy,3 months,"Anyone here have experience with inositol for weight loss, PCOS management, and/or anxiety management?",2,3,1,2024-09-17 18:11:55,https://www.fishbowlapp.com/post/anyone-here-have-experience-with-initial-for-weight-loss-pcos-management-andor-anxiety-management,765,No hashtags found,Anxiety,Yes.,Inositol for health,No.,No.,No.,Yes.,No.,No.,Yes.,"The key topic is the use of inositol for weight loss, PCOS management, and anxiety management."
1329,Anxiety,a Manager,,Depression/Anxiety Talk,5 months,"I have to facilitate meetings as part of my role and I get such debilitating anxiety that I have thoughts about quitting. This is specifically the part of my job I dislike the most and it’s affecting my mood, energy, concentration, performance- I can’t even properly enjoy weekends because I think about the Monday meeting I need to facilitate.

Anyone beat this? Any advice?",4,4,0,2024-09-17 18:12:07,https://www.fishbowlapp.com/post/i-have-to-facilitate-meetings-as-part-of-my-role-and-i-get-such-debilitating-anxiety-that-i-have-thoughts-about-quitting-yqs8-5,766,No hashtags found,Anxiety,No.,Anxiety in facilitating meetings,Yes.,No.,No.,No.,No.,No.,Yes.,The main topic is anxiety related to facilitating meetings at work.
1330,Anxiety,a Transcriptionist 1,,Depression/Anxiety Talk,9 months,"My anxiety has been on threat level red for the majority of this year! I have never struggled so hard in my life to survive. I am behind on important bills, I never have any money, I don’t get any sleep I am absolutely miserable! I just want to erase this year from the face of the planet! Spiritually, Mentally and Emotionally are all out of whack! I am a walking wreck!",7,8,0,2024-09-17 18:12:30,https://www.fishbowlapp.com/post/my-anxiety-has-been-on-threat-level-red-for-the-majority-of-this-year-i-have-never-struggled-so-hard-in-my-life-to-survive-i,767,No hashtags found,Anxiety,No.,Anxiety and Financial Str,No.,No.,No.,No.,No.,No.,No.,The key topic is the author's struggle with anxiety and its negative impact on their life.
1331,Anxiety,a Senior Consultant 1,,Consulting,7 months,Who else is having anxiety about losing their job at some point due to automation or AI? How are you coping with it?,4,5,0,2024-09-17 18:12:59,https://www.fishbowlapp.com/post/who-else-is-having-anxiety-about-losing-their-job-at-some-point-due-to-automation-or-ai-how-are-you-coping-with-it,768,No hashtags found,Anxiety,No.,Job loss due to automation,Yes.,No.,No.,No.,No.,No.,No.,The key topic is job loss due to automation or AI and coping mechanisms.
1332,Anxiety,an Analyst 1,,Chicago,a year,"Random question: My bf and I have been seeing each other for 4 months. He makes time for me weekly. We see each other 2-3 times. But now I'm starting to realize he has some serious anxiety about me meeting his friends. Why could that be? We are both on the same page of being serious, and I know he likes me. From a guys perspective, why wouldn't you want your gf to meet your friends? I can't help but start taking this personally now that maybe he's embarrassed of me or something",2,8,0,2024-09-17 18:13:22,https://www.fishbowlapp.com/post/random-question-my-bf-and-i-have-been-seeing-each-other-for-4-months-he-makes-time-for-me-weekly-we-see-each-other-2-3-times-but,769,No hashtags found,Anxiety,No.,Boyfriend's anxiety about,No.,No.,No.,No.,No.,No.,No.,The key topic is the girlfriend's concern about her boyfriend's anxiety regarding introducing her to his friends.
1333,Anxiety,a Business Development,,Depression/Anxiety Talk,5 months,How do you manage to deal with anxiety throughout the weekend?,2,3,0,2024-09-17 18:13:55,https://www.fishbowlapp.com/post/how-do-you-manage-to-deal-with-anxiety-throughout-the-weekend,770,No hashtags found,Anxiety,No.,Managing weekend anxiety.,No.,No.,No.,No.,No.,No.,No.,The key topic is anxiety management during the weekend.
1334,Anxiety,a Consultant,,Consulting,a year,Does the weekend give anyone else anxiety that they are going to be kicked whenever they aren’t working?,1,5,0,2024-09-17 18:14:17,https://www.fishbowlapp.com/post/does-the-weekend-give-anyone-else-anxiety-that-they-are-going-to-be-kicked-whenever-they-arent-working,771,No hashtags found,Anxiety,No.,Weekend anxiety.,No.,No.,No.,No.,No.,No.,No.,The main topic is anxiety related to weekends and not working.
1335,Anxiety,a General Manager,,Depression/Anxiety Talk,a year,I've spent years defining myself by my career and find myself completely engulfed in anxiety when something goes wrong. I don't know how to correct this and it feels crushing to my mental space. Anyone else go through this?,10,3,1,2024-09-17 18:56:05,https://www.fishbowlapp.com/post/ive-spent-years-defining-myself-by-my-career-and-find-myself-completely-engulfed-in-anxiety-when-something-goes-wrong-i,773,No hashtags found,Anxiety,No.,Career identity anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the struggle of defining oneself by their career and experiencing anxiety when things go wrong.
1336,Anxiety,a Laboratory Supervisor,,Science & Research,4 months,What is something that your manager does that unintentionally will give you anxiety or stress you out?,2,6,0,2024-09-17 18:56:21,https://www.fishbowlapp.com/post/what-is-something-that-your-manager-does-that-unintentionally-will-give-you-anxiety-or-stress-you-out,774,No hashtags found,Anxiety,No.,Manager's stress-inducing,Yes.,No.,No.,No.,No.,No.,No.,The main topic is identifying actions of managers that cause anxiety or stress in employees.
1337,Anxiety,a Customer Service Representative,,Administrative Assistants,a year,"I am currently a receptionist in a small v.a clinic. I was offered a rep position in a hospital 2 weeks ago, &I am currently going thru the hiring/ background process. They have been quiet for a week (I know, I know they take long but I am beginning to get anxiety.) I want to leave this clinic I am in but I am heart broken, my boss & I are kind of close. But this clinic does not have that stability when it comes to pay & I do have a little fam to think about.
(Will continue in comments)",3,5,0,2024-09-17 18:57:33,https://www.fishbowlapp.com/post/i-am-currently-a-receptionist-in-a-small-v-a-clinic-i-was-offered-a-rep-position-in-a-hospital-2-weeks-ago-i-am-currently-going,775,No hashtags found,Anxiety,No.,Job change decision.,Yes.,No.,No.,No.,No.,No.,No.,"The main topic is the author's job situation and decision to leave their current receptionist position for a potentially more stable and better-paying representative position in a hospital, despite feeling heartbroken about leaving their current boss."
1338,Anxiety,an Associate Director,,Staying Healthy,6 months,"Advice for dealing with anxiety due to work responsibilities? I’m 30 and am in a role that has a decent amount of responsibility and requires a high level of knowledge and ability in a lot of ways. I can’t help but feel slightly overwhelmed by the pressure to perform, especially when I’m in a leadership role and working with people older and more senior than me. Any advice?",3,5,1,2024-09-17 18:57:58,https://www.fishbowlapp.com/post/advice-for-dealing-with-anxiety-due-to-work-responsibilities-im-30-and-am-in-a-role-that-has-a-decent-amount-of-responsibility-and-requires-a,776,No hashtags found,Anxiety,No.,Workplace anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The key topic is dealing with anxiety related to work responsibilities and pressure to perform in a leadership role.
1339,Anxiety,a Transcriptionist 1,,Depression/Anxiety Talk,5 months,Not sure why I am constantly feeling tired and not motivated. Work is getting better at least from my perspective. Been going to therapy and the depression and anxiety numbers are going down. So not sure why I am feeling this way.,5,4,0,2024-09-17 18:58:11,https://www.fishbowlapp.com/post/not-sure-why-i-am-constantly-feeling-tired-and-not-motivated-work-is-getting-better-at-least-from-my-perspective-been-going,777,No hashtags found,Depression,No.,Mental health and well,Yes.,No.,No.,No.,No.,No.,Yes.,The main topic is the individual's struggle with feeling constantly tired and unmotivated despite improvements in work and therapy for depression and anxiety.
1340,Anxiety,a Laboratory Supervisor,,Science & Research,3 months,How often do you check texts or emails from work after you get off? Do you ever get anxiety from not checking?,1,4,0,2024-09-17 18:58:34,https://www.fishbowlapp.com/post/how-often-do-you-check-texts-or-emails-from-work-after-you-get-off-do-you-ever-get-anxiety-from-not-checking,778,No hashtags found,Anxiety,No.,Work-life balance.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is work-related communication and its impact on anxiety.
1341,Anxiety,a Mana,,Depression/Anxiety Talk,6 months,"Don’t think I can pretend to be ok anymore. I just don’t care to pretend anymore, too overwhelmed. I think my depression and anxiety is from financial stress. I have a plan to fix that, but is going to take months, until then I can’t stop thinking about it and don’t want to talk to anyone.",8,4,0,2024-09-17 18:58:58,https://www.fishbowlapp.com/post/dont-think-i-can-pretend-to-be-ok-anymore-i-just-dont-care-to-pretend-anymore-too-overwhelmed-i-think-my-depression-and-anxiety,779,No hashtags found,Depression,No.,Mental health and finances,No.,No.,No.,No.,No.,No.,No.,The key topic is financial stress and its impact on mental health.
1342,Anxiety,an Account Executive,,Depression/Anxiety Talk,10 months,"I’ve burnt out once to twice a month since starting my new job, buying a house, and getting engaged. I can’t keep up with the house and anxiety about the mess is constant. I am always exhausted like I just gave birth as I’m waking up at 5-6am and working or traveling so much. When I’m not I’m running errands, pushing myself to work out etc. my relationship is suffering as I have no energy for it. I think I need help.",1,5,1,2024-09-17 18:59:24,https://www.fishbowlapp.com/post/ive-burnt-out-once-to-twice-a-month-since-starting-my-new-job-buying-a-house-and-getting-engaged-i-cant-keep-up-with-the-house,780,No hashtags found,Anxiety,No.,Burnout and stress.,Yes.,No.,No.,No.,No.,No.,Yes.,The key topic is burnout and its impact on personal and professional life.
1343,Anxiety,a Human Resources Generalist,,Depression/Anxiety Talk,4 months,Is anyone on Effexor/Venlafaxine? Going into week 2 and it drains me. Does it get better?! It’s for my anxiety and irritability.,3,4,0,2024-09-17 18:59:46,https://www.fishbowlapp.com/post/is-anyone-on-effexorvenlafaxine-going-into-week-2-and-it-drains-me-does-it-get-better-its-for-my-anxiety-and-irritability,781,No hashtags found,Anxiety,No.,Effexor/Ven,Yes.,No.,No.,Yes.,No.,No.,Yes.,The key topic is the side effects and effectiveness of Effexor/Venlafaxine for anxiety and irritability.
1344,Anxiety,a Night Stocker,,The Worklife Bowl,7 months,I enjoy working at night because I don’t have to talk to ppl but recently I feel like doing so much at night is starting to take a toll on my body. I’ve been looking for more desk type jobs but I think my 10 years of working overnight has given me too much anxiety to talk to ppl. Anyone have any tips on getting over that feeling?,6,3,0,2024-09-17 19:00:10,https://www.fishbowlapp.com/post/i-enjoy-working-at-night-because-i-dont-have-to-talk-to-ppl-but-recently-i-feel-like-doing-so-much-at-night-is-starting-to-take-a,782,No hashtags found,Anxiety,No.,Overnight work anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the negative impact of working at night and the resulting anxiety when interacting with people during the day.
1345,Anxiety,a Consulting Analyst,,The Worklife Bowl,5 months,In a tough spot with new project management filling up my plate beyond what I can manage and now it’s flared my anxiety and I’ve started to make mistakes. Too soon for FMLA but is there any other way to not be in this spot without quitting?,4,6,0,2024-09-17 19:00:34,https://www.fishbowlapp.com/post/in-a-tough-spot-with-new-project-management-filling-up-my-plate-beyond-what-i-can-manage-and-now-its-flared-my-anxiety-and,783,No hashtags found,Anxiety,No.,Overwhelmed with work,Yes.,No.,No.,No.,No.,No.,No.,The main topic is managing overwhelming workloads and anxiety in the workplace.
1346,Anxiety,a Manager,,Mental Health in Advertising,6 months,How do I manage the anxiety and depression from being laid off ?,4,5,0,2024-09-17 19:01:02,https://www.fishbowlapp.com/post/how-do-i-manage-the-anxiety-and-depression-from-being-laid-off,784,No hashtags found,Depression,No.,Managing job loss stress.,Yes.,No.,No.,No.,No.,No.,Yes.,The main topic is managing anxiety and depression after being laid off.
1347,Anxiety,a Manager,,Retail & Hospitality,7 months,"Happy Monday! I thought I was mentally prepared for the anxiety of salary negotiations but I’m totally not and I can’t calm myself down 🫠😭 Help! I keep telling myself - you sent the email the ball is in their court, but omg waiting is hard",4,8,1,2024-09-17 19:01:31,https://www.fishbowlapp.com/post/happy-monday-i-thought-i-was-mentally-prepared-for-the-anxiety-of-salary-negotiations-but-im-totally-not-and-i-cant-calm-myself,785,No hashtags found,Anxiety,No.,Salary negotiations anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The key topic is salary negotiations and the anxiety associated with it.
1348,Anxiety,an Associate,,Law,a year,"Has anyone experienced anxiety when they get their “dream job”? I made the jump to a litigation boutique after leaving big law to clerk. I love my new firm. The work is interesting, I have as much responsibility as I want, great WLB, and the comp easily supports my lifestyle to the point where there’s no financial strain. For some reason the fact that I currently have it so good makes me anxious I’m going to mess it up where in big law it sucked so much that getting fired was less daunting.",17,5,0,2024-09-17 19:01:45,https://www.fishbowlapp.com/post/has-anyone-experienced-anxiety-when-they-get-their-dream-job-i-made-the-jump-to-a-litigation-boutique-after-leaving-big-law,786,No hashtags found,Anxiety,No.,Anxiety in Dream Job,Yes.,No.,No.,No.,No.,No.,No.,"The main topic is experiencing anxiety when having a ""dream job""."
1349,Anxiety,a Consultant 1,,Confession,a year,I am genuinely so tired of trying to constantly fix my anxiety and triggers. Going back to therapy for the same issues and trying my best to use the tools I’ve learned but still repeating the same patterns no matter how hard I try.,3,3,1,2024-09-17 19:02:16,https://www.fishbowlapp.com/post/i-am-genuinely-so-tired-of-trying-to-constantly-fix-my-anxiety-and-triggers-going-back-to-therapy-for-the-same-issues-and-trying-a0ss-5,787,No hashtags found,Anxiety,No.,Anxiety and therapy.,No.,No.,No.,No.,No.,No.,Yes.,The main topic is struggling with anxiety and repeating patterns despite efforts to use therapy tools.
1350,Anxiety,a Business Analyst,,Consulting,a year,"Being new to my job and company, the first few months I thought I had to know everything and I wasn’t allowed ask questions to help myself understand it all. Now I’m all behind because of those beliefs and have since learned it’s ok to figure it all out myself by asking coworkers for help. I feel embarrassed with some people that I’m still asking at this point. Maybe some extreme form of imposter syndrome or effects of social anxiety. I wish I wasn’t like this.",3,6,0,2024-09-17 19:02:29,https://www.fishbowlapp.com/post/being-new-to-my-job-and-company-the-first-few-months-i-thought-i-had-to-know-everything-and-i-wasnt-allowed-ask-questions-to,788,No hashtags found,Anxiety,No.,Job performance anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the struggle of a new employee to ask for help and the negative impact it had on their work.
1351,Anxiety,a Marketing Manager,,Confession,4 months,"Im officially unemployed today (1 month) I’m doing nothing, just relaxing taking care of my health, I read the questions, comments here at fishbowl about jobs and it gives me anxiety and high cortisol again.

I don’t want to go back to the madness!!! Is affecting my health I’m being serious!

Having existential questions if I should applied or start my own business or what",7,9,1,2024-09-17 19:02:59,https://www.fishbowlapp.com/post/im-officially-unemployed-today-1-month-im-doing-nothing-just-relaxing-taking-care-of-my-health-i-read-the-questions-comments,789,No hashtags found,Anxiety,No.,Job-related anxiety.,No.,No.,No.,No.,No.,No.,No.,The main topic is the speaker's unemployment and their struggle with anxiety and health issues related to job searching. They are considering starting their own business as an alternative.
1352,Anxiety,a Business Consulting,,Depression/Anxiety Talk,9 months,Already on depression and anxiety meds and just got laid off out of the blue. Just when I thought it couldn’t get darker…,3,4,0,2024-09-17 19:03:22,https://www.fishbowlapp.com/post/already-on-depression-and-anxiety-meds-and-just-got-laid-off-out-of-the-blue-just-when-i-thought-it-couldnt-get-darker,790,No hashtags found,Depression,No.,Mental health and unemployment,No.,No.,No.,Yes.,No.,No.,Yes.,The key topic is the emotional distress caused by job loss while dealing with depression and anxiety.
1353,Anxiety,a Senior Consultant 1,,We're Pregnant!,a year,"Any tips for keeping anxiety/stress levels down? I’m 11 weeks pregnant and overall just very anxious and hoping things are ok with baby as we lead into my next scan. (I have no reason to believe things aren’t ok, but I have always dealt with overthinking/anxiety so it’s definitely just coming out extra hard now). I also have a lot of work stress that I am trying to work through but find it hard to care when my focus is on my health.",4,5,0,2024-09-17 19:03:46,https://www.fishbowlapp.com/post/any-tips-for-keeping-anxietystress-levels-down-im-11-weeks-pregnant-and-overall-just-very-anxious-and-hoping-things-are,791,No hashtags found,Anxiety,Yes.,Managing pregnancy anxiety.,No.,Yes.,No.,No.,No.,No.,Yes.,The main topic is managing anxiety and stress during pregnancy.
1354,Anxiety,a Senior Manager,,Consulting,5 months,"Question for the folks pre-SM level. I'm looking to mentor a set of people just for fun and curious what's helpful.

Context: I'm a Vipassana meditator and have battled some anxiety forever. Wanna help other folks coming up to do the same.

1. What do you typically struggle with?
2. Would you like consistent contact with someone who was in your shoes, but totally distant from your day to day work (so you can be honest)?
3. What medium is best (text, call, zoom) + how frequent?

Thanks!",5,2,0,2024-09-17 19:04:10,https://www.fishbowlapp.com/post/question-for-the-folks-pre-sm-level-im-looking-to-mentor-a-set-of-people-just-for-fun-and-curious-whats-helpful-context-im-a,792,No hashtags found,Anxiety,No.,Mentoring for Anxiety,No.,No.,No.,No.,No.,No.,No.,The main topic is mentoring individuals in Vipassana meditation to help them overcome anxiety.
1355,Anxiety,a Senior Technology Program Manager 1,,Depression/Anxiety Talk,8 months,Anyone struggling with health anxiety where it cripples your life and you can't focus on anything besides worrying all the time?,7,5,1,2024-09-17 19:04:33,https://www.fishbowlapp.com/post/anyone-struggling-with-health-anxiety-where-it-cripples-your-life-and-you-cant-focus-on-anything-besides-worrying-all,793,No hashtags found,Anxiety,No.,Health anxiety.,No.,No.,No.,No.,No.,No.,No.,The key topic is health anxiety and its impact on daily life.
1356,Anxiety,an Associate 1,,Staying Healthy,10 months,"Does/has anyone gotten anxiety/stress rashes (red blotches, looks like hives) on their chest and neck when in difficult, awkward, intimate, or uncomfortable situations with co workers especially those senior to you and/or whom you do not know well? Any insight on this and what can be done to prevent, manage, or treat it?",2,6,1,2024-09-17 19:04:53,https://www.fishbowlapp.com/post/doeshas-anyone-gotten-anxietystress-rashes-red-blotches-looks-like-hives-on-their-chest-and-neck-when-in-difficult-awkward-xiah-5,794,No hashtags found,Anxiety,No.,Anxiety-induced skin reactions,Yes.,No.,No.,No.,No.,No.,No.,"The key topic is experiencing anxiety/stress rashes in uncomfortable situations with co-workers and seeking insight on prevention, management, or treatment."
1357,Anxiety,a Senior Consultant,,Job Searching in Accounting,a year,"Why can’t recruiters of Big4 or bigger company just respond? I get it - you get 1000 applications per day, but at least respect the time/anxiety of the applicants that you have interviewed. If there are delays on your side, just communicate!! Feeling so disheartened after doing 4/6 rounds of interview at this company, I got ghosted.",8,6,0,2024-09-17 19:05:12,https://www.fishbowlapp.com/post/why-cant-recruiters-of-big4-or-bigger-company-just-respond-i-get-it-you-get-1000-applications-per-day-but-at-least-respect,795,No hashtags found,Anxiety,No.,Recruiter responsiveness.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the lack of communication and respect from recruiters towards job applicants during the hiring process.
1358,Anxiety,a Manager 1,,Consulting,6 months,I have been feeling lately that I am being misunderstood by others or being portrayed as misunderstood. It’s giving me a lot of anxiety and stress. How do you share what you feel with your leadership?,3,4,2,2024-09-17 19:05:37,https://www.fishbowlapp.com/post/i-have-been-feeling-lately-that-i-am-being-misunderstood-by-others-or-being-portrayed-as-misunderstood-its-giving-me-a-lot,796,No hashtags found,Anxiety,No.,Communicating with leadership.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is expressing feelings and communicating effectively with leadership.
1359,Anxiety,an Associate,,Law,19d,"Seriously considering a legal career pivot. I’m a soon to be second year litigation attorney in nj and while I have a great job, I’m just not feeling litigation - the hours are not the best, I have horrible anxiety over the mere possibility of going to trial, and the personalities in my office don’t make it any better. What are other attorney paths I can go into, that aren’t just finance/banking corporate attorney work?",10,9,0,2024-09-17 19:05:51,https://www.fishbowlapp.com/post/seriously-considering-a-legal-career-pivot-im-a-soon-to-be-second-year-litigation-attorney-in-nj-and-while-i-have-a-great,797,No hashtags found,Anxiety,No.,Alternative legal career paths.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the exploration of alternative career paths for a litigation attorney who is experiencing anxiety and dissatisfaction with their current job.
1360,Anxiety,a Founder & CEO,,Depression/Anxiety Talk,a year,"Any entrepreneurs in this group? I struggle with anxiety and depression (spiralled from work-related burnout in the tech industry), and I’ve decided to give entrepreneurship (hosting mental wellness retreats, something I would’ve wanted to attend) a try since January but it’s really tough. I often feel like I don’t have the resilience of an entrepreneur because of my mental health struggles and the doubts & fears are loud. I don’t have income rn and EI has ran out a while ago. How do you cope?",8,6,0,2024-09-17 19:06:34,https://www.fishbowlapp.com/post/any-entrepreneurs-in-this-group-i-struggle-with-anxiety-and-depression-spiralled-from-work-related-burnout-in-the-tech,798,No hashtags found,Anxiety,No.,Entrepreneurship and Mental,Yes.,No.,No.,No.,Yes.,No.,Yes.,The main topic is the challenges faced by an entrepreneur struggling with anxiety and depression and seeking advice on coping mechanisms.
1361,Anxiety,,,Lawyers with ADHD,4 months,thoughts on disclosure of anxiety or adhd to partner or hr?,1,9,0,2024-09-17 19:59:42,https://www.fishbowlapp.com/post/thoughts-on-disclosure-of-anxiety-or-adhd-to-partner-or-hr,799,No hashtags found,Anxiety,No.,Mental health disclosure.,Yes.,No.,No.,No.,No.,No.,No.,The key topic is disclosing anxiety or ADHD to a partner or HR.
1362,Anxiety,a Worker IN Tech 1,,Depression/Anxiety Talk,6 months,Hi my name is Briana… I don’t really like talking to people because im afraid that I’ll say the wrong thing or people would think that im weird because I don’t have the same interests or talk like they do and sometimes I feel so antisocial especially when it comes to my family now I don’t feel like I have anybody in my corner the only person who I can talk to is my fiancé and I feel alone sometimes but I get through the day I hate anxiety and how it makes me feel… I just don’t feel like myself,2,5,0,2024-09-17 20:00:22,https://www.fishbowlapp.com/post/hi-my-name-is-briana-i-dont-really-like-talking-to-people-because-im-afraid-that-ill-say-the-wrong-thing-or-people-would-think,800,No hashtags found,Anxiety,No.,Social anxiety.,No.,No.,Yes.,No.,Yes.,No.,Yes.,The main topic is social anxiety and feeling isolated.
1363,Anxiety,a Component Designer,,Depression/Anxiety Talk,10 months,"I have been diagnosed and suffer with severe generalized anxiety disorder (GAD) and high level depression. I take medication everyday and I go to therapy, but sometimes I still suffer from random panic attacks which cause me to have trouble breathing and obviously not being able to focus on work. Do you think is is important to provide documented proof of this to HR? I am not looking for special treatment- just possibly as a form of protection for myself?",2,5,0,2024-09-17 20:00:45,https://www.fishbowlapp.com/post/i-have-been-diagnosed-and-suffer-with-severe-generalized-anxiety-disorder-gad-and-high-level-depression-i-take-medication-everyday-and,801,No hashtags found,Anxiety,No.,Documenting mental health.,No.,No.,No.,Yes.,No.,No.,Yes.,The key topic is whether it is important to provide documented proof of a mental health condition to HR for protection.
1364,Anxiety,a Senior Software Engineer,,Consulting Exit Opportunities,10 months,"Hey party people. Need advice, I want to interview with a big tech firm. I’m in consulting and my brain has gotten smoother as the years go by. I know I need to sharpen my skillset to pass the coding interviews and honestly this is the biggest thing that keeps me from applying. I get anxious and then not apply at all. I have pretty bad anxiety, but I know I have good experience and I just need to do it. Do you have any practical tips on passing coding interviews and dealing with extreme anxiety?",4,6,4,2024-09-17 20:01:07,https://www.fishbowlapp.com/post/hey-party-people-need-advice-i-want-to-interview-with-a-big-tech-firm-im-in-consulting-and-my-brain-has-gotten-smoother-as-the,802,No hashtags found,Anxiety,No.,Coding interview anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is how to pass coding interviews and deal with anxiety when applying for a job at a big tech firm.
