Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID
ADHD,a Data Analyst,San Diego State University,ADHD Professionals,9 months,I've worked in the industry in the kc area off and on for the last 14 or so years. I've been going back to school as I've been dealing with a chronic health issue within my family. I need something to get my foot back in the door. I spent several years in networking at sprint and also corporate security in incident response. I have military experience in intel and cyber. Also have a Felony DUI who could actually hire me? Part of recovery was discovering ADHD. Any leads are appreciated.,6.0,2.0,,2024-09-18 13:25:04,https://www.fishbowlapp.com/post/ive-worked-in-the-industry-in-the-kc-area-off-and-on-for-the-last-14-or-so-years-ive-been-going-back-to-school-as-ive-been-dealing-with,646
ADHD,an Auditor,San Diego State University,Confession,7 months,Anyone who has been diagnosed with adhd or similar - how did you get tested? Do you need referral from your family doctor or can you just look online?,1.0,3.0,,2024-09-18 13:25:26,https://www.fishbowlapp.com/post/anyone-who-has-been-diagnosed-with-adhd-or-similar-how-did-you-get-tested-do-you-need-referral-from-your-family-doctor-or,647
ADHD,an Attorney,San Diego State University,Lawyers with ADHD,6 months,Piggybacking off another discussion from a few days ago… How do you decide between an ADHD coach and a general career coach? Should an ADHD coach fulfill both roles? I really want to climb in my career (probably more of a board of directors level role or c-suite rather than law). Also feel ADD is holding me back from just daily life not to mention my career,3.0,3.0,,2024-09-18 13:25:49,https://www.fishbowlapp.com/post/piggybacking-off-another-discussion-from-a-few-days-ago-how-do-you-decide-between-an-adhd-coach-and-a-general-career-coach,648
ADHD,a Senior Vice President 1,San Diego State University,ADHD Professionals,a year,How do I tell my family that I want to seek help for my ADHD?,1.0,2.0,,2024-09-18 13:26:12,https://www.fishbowlapp.com/post/how-do-i-tell-my-family-that-i-want-to-seek-help-for-my-adhd,649
ADHD,an Associate,San Diego State University,ADHD Consultants,6 months,"Getting ghosted after an interview is bad for anyone, but with ADHD? That uncertainty fuels my anxiety and makes it hard to move on. Anyone else struggle with this?",4.0,2.0,,2024-09-18 13:26:34,https://www.fishbowlapp.com/post/getting-ghosted-after-an-interview-is-bad-for-anyone-but-with-adhd-that-uncertainty-fuels-my-anxiety-and-makes-it-hard-to,650
ADHD,a Chief Executive Officer 1,San Diego State University,ADHD Professionals,6 months,Any ADHD proposal managers out there? I'm trying to find any anonymous forums where I could get some advice / support.,2.0,2.0,,2024-09-18 13:26:56,https://www.fishbowlapp.com/post/any-adhd-proposal-managers-out-there-im-trying-to-find-any-anonymous-forums-where-i-could-get-some-advice-support,651
ADHD,,San Diego State University,Big Law,5 months,"Hi everyone,

I'm a MBA candidate from HBS, currently working on a startup to bring accessible ADHD support for adults. This topic is deeply personal to me, as I have ADHD myself and have experienced challenges in getting the right care.

I would be very appreciative if you could fill out this survey, in an effort to gather meaningful insights on the care journey of corporate ADHDers.

Survey link: forms.gle/Z7HLQhy8UjjLSXgSA

If you have any Qs - happy to chat: zzhou@mba2024.hbs.edu

Thank you!!",5.0,0.0,1.0,2024-09-18 13:27:18,https://www.fishbowlapp.com/post/hi-everyone-im-a-mba-candidate-from-hbs-currently-working-on-a-startup-to-bring-accessible-adhd-support-for-adults-this-e07x-5,652
ADHD,an Associate,San Diego State University,Lawyers with ADHD,5 months,"Any adhd lawyers in -house and any tips? Recently went in house and aspects of this are so much better than private practice. But we have one AGC who insists that I’m the note taker on every call with outside counsel, every meeting with internal clients, while I am often also leading those mtgs. I feel like I can’t ask for any sort of accommodations but would love to know if anyone successfully had or if anyone had any other tips that didn’t require disclosing ADHD",1.0,2.0,2.0,2024-09-18 13:27:40,https://www.fishbowlapp.com/post/any-adhd-lawyers-in-house-and-any-tips-recently-went-in-house-and-aspects-of-this-are-so-much-better-than-private-practice,653
ADHD,a Chief Executive Officer,San Diego State University,ADHD Consultants,7 months,ADHD moment - The takeaway from a meeting today was to make three edits to a doc and send it out. I perfectly executed two of the three edits. Even though the third item was right there on my list- I got ahead of myself and realized I missed it just moments after sending. This is not the first time. Would be great if there is an easy to use delay feature on email sending so once we walk away and have that faceslap moment we can fix it. Did you have any adhd moments recently?,1.0,5.0,,2024-09-18 13:27:52,https://www.fishbowlapp.com/post/adhd-moment-the-takeaway-from-a-meeting-today-was-to-make-three-minor-edits-to-a-doc-and-send-it-out-i-perfectly-executed-two,654
ADHD,a Consultant,San Diego State University,Londoners in Consulting,2 months,Anyone tried ADHD coaching?,2.0,0.0,,2024-09-18 13:28:20,https://www.fishbowlapp.com/post/anyone-tried-adhd-coaching,655
ADHD,a Program Manager,San Diego State University,ADHD Professionals,8 months,"I'm in my late 30s and recently diagnosed with ADHD and also would like to transition to a Consultant role at a consultancy firm. I am about to sit for the PMP exam in 3 weeks. I love teaching people, fixing problems, identifying patterns and building relationships. I live an hour north of Atlanta GA. I'd like to work for a company that has an environment for new consultants to learn with more senior consultants.
What actions do you recommend I take to help me break into this industry?",2.0,2.0,,2024-09-18 13:28:42,https://www.fishbowlapp.com/post/im-in-my-late-30s-and-recently-diagnosed-with-adhd-and-also-would-like-to-transition-to-a-consultant-role-at-a-consultancy,656
ADHD,,San Diego State University,ADHD Professionals,8 months,To all my ADHD brothers and sisters. Make lists and place them literally everywhere (yes even on your forehead). Dang I got distracted and forgot the pun line. Is that a coffee machine?!,10.0,1.0,,2024-09-18 17:45:57,https://www.fishbowlapp.com/post/to-all-my-adhd-brothers-and-sisters-make-lists-and-place-them-literally-everywhere-yes-even-on-your-forehead-dang-i-got,658
ADHD,a Researcher,San Diego State University,Depression/Anxiety Talk,a year,"I’ve recently started taking stimulants to treat my ADHD. I’ve noticed that days when I don’t take it feel significantly worse than what I thought was my baseline. Is the act of treating it making my off days worse, is the difference between my baseline and treated states just more noticeable?",1.0,2.0,,2024-09-18 17:46:40,https://www.fishbowlapp.com/post/ive-recently-started-taking-stimulants-to-treat-my-adhd-ive-noticed-that-days-when-i-dont-take-it-feel-significantly-worse,659
ADHD,,San Diego State University,Depression/Anxiety Talk,a month,"I have discovered I am very ADHD. I'm actually on what I thought was an anti-depressant medication and it turned out to be Effexor...a medication for ADHD. So I feel like my doctor knows more than I know. I've wondered why I always go off the chain when I don't take it. It's not helping. I've been taking the same dose for a few years. Other than Adderall or anything like that, what can I take to help this?",1.0,2.0,,2024-09-18 17:58:36,https://www.fishbowlapp.com/post/i-have-discovered-i-am-very-adhd-im-actually-on-what-i-thought-was-an-anti-depressant-medication-and-it-turned-out-to-be-effexor,661
ADHD,a Senior Consultant,San Diego State University,ADHD Consultants,19d,"Coming off Sertraline and my god I feel like thick as fk. My ADHD weaknesses are amplified - I can’t make decisions and I keep making stupid mistakes.
Reluctant to go back on Sertraline due to the amount of weight gain and struggles with weight loss over the years. 😫",1.0,3.0,,2024-09-18 17:59:15,https://www.fishbowlapp.com/post/coming-off-sertraline-and-my-god-i-feel-like-thick-as-fk-my-adhd-weaknesses-are-amplified-i-cant-make-decisions-and-i-keep,662
ADHD,an Associate,San Diego State University,Lawyers with ADHD,5 months,"Private practice has exacerbated my ADHD in my personal life to an extent that I never could have predicted. Something about responsiveness being the bedrock of the career means I’m not able to be as proactive in my relationships (romantic, social, family) as before. Any tips on how to balance the demands of the job without losing the proactivity that I need to keep my personal relationships from suffering?",3.0,1.0,2.0,2024-09-18 17:59:37,https://www.fishbowlapp.com/post/private-practice-has-exacerbated-my-adhd-in-my-personal-life-to-an-extent-that-i-never-could-have-predicted-something,663
ADHD,a Manager 1,San Diego State University,ADHD Consultants,a year,"Sharing question from another ADHD bowl (apologies for the double post to those in both!)

https://joinfishbowl.com/post_o9np41iiry",1.0,1.0,,2024-09-18 17:59:51,https://www.fishbowlapp.com/post/sharing-question-from-another-adhd-bowl-apologies-for-the-double-post-to-those-in-both,664
ADHD,a Tour Guide,San Diego State University,ADHD Professionals,2 months,"Did being diagnosed make you feel less guilty about things you didn't know were symptoms? For example, now that I know I have ADHD I feel a lot less guilty about what I now know is time blindness! It makes it a lot easier to forgive myself when I forget when I'm supposed to be somewhere, or think something will be quick when it won't be.",3.0,1.0,,2024-09-18 18:00:15,https://www.fishbowlapp.com/post/did-being-diagnosed-make-you-feel-less-guilty-about-things-you-didnt-know-were-symptoms-for-example-now-that-i-know-i-have,665
ADHD,a Bartender,San Diego State University,Restaurants & Food Services,23d,Send help !! My ADHD/OCD is kicking my ass I got a ton of different outfits for training as they want us to be wearing business casual attire for 3 weeks !!! but I’m stuck on the shoes !! what kinds of shoes should I be wearing to training,4.0,2.0,,2024-09-18 18:00:38,https://www.fishbowlapp.com/post/send-help-my-adhdocd-is-kicking-my-ass-i-got-a-ton-of-different-outfits-for-training-as-they-want-us-to-be-wearing-business-casual,666
ADHD,an Analyst,San Diego State University,Finance,9 months,"Has anyone ever had their ADHD considered in the type of tasks you're assigned? I don't fare well and get a lot of anxiety and inability to follow through in repetitive tasks required to be done like clockwork every morning and it's also a task I got when my colleague quit, so it's not really what I signed up for anyway, so wondering if this is even taken seriously in finance, or is it a situation I need to tough it out?",2.0,2.0,,2024-09-18 18:01:02,https://www.fishbowlapp.com/post/has-anyone-ever-had-their-adhd-considered-in-the-type-of-tasks-youre-assigned-i-dont-fare-well-and-get-a-lot-of-anxiety-and,667
ADHD,,San Diego State University,Consulting,3 months,Any tips for an associate consultant coming on to a staff Aug project for a top tech company? I’m supposed to be doing tech support/QC but also providing “thought leadership” to the team which is crazy hard as there’s a lot of moving parts and context for things I don’t know. I’ve gotten some negative feedback and have two months to make a turnaround but I’m struggling in this role with little oversight. I also have ADHD and feel like that makes things harder,2.0,1.0,,2024-09-18 18:04:07,https://www.fishbowlapp.com/post/any-tips-for-an-associate-consultant-coming-on-to-a-staff-aug-project-for-a-top-tech-company-im-supposed-to-be-doing-tech,669
ADHD,,San Diego State University,ADHD Consultants,5 months,"I want to work with a career coach/therapist that specializes in ADHD, is covered by insurance and is actually good. Any recommendations?",4.0,6.0,,2024-09-18 18:04:45,https://www.fishbowlapp.com/post/i-want-to-work-with-a-career-coachtherapist-that-specializes-in-adhd-is-covered-by-insurance-and-is-actually-good-any,670
ADHD,an Associate,San Diego State University,Lawyers with ADHD,8 months,"Any AuDHDers out there who can actually meet a 2000 billable hr requirement? I was diagnosed with Autism & ADHD in 2023 and have been struggling to be productive while avoiding burnout. My firm just instituted a 2000 hr requirement, and 2 weeks in, I’m already behind. I just don’t see myself consistently billing 8 hrs a day without hitting severe burnout by March. Even if I kill myself to get there, I’ll have to do it all over again next year. I’m exhausted just thinking about it 😞",4.0,2.0,,2024-09-18 18:05:24,https://www.fishbowlapp.com/post/any-audhders-out-there-who-can-actually-meet-a-2000-billable-hr-requirement-i-was-diagnosed-with-autism-adhd-in-2023-and,671
ADHD,a Global Sourcing Manager,San Diego State University,ADHD Professionals,5 months,"Hello professionals! Happy Spring! I follow many Instagram sites around ADHD and wondering if anyone has any insight or has tried any of these programs/meds? (Effecto app, theliven app, get inflow, Aventera Health, Aurahealthhq, etc with CBT Online Therapies
Hoping to try a new program but there are so many out thee, looking for some guidance. Thank you in advance!!!",3.0,1.0,1.0,2024-09-18 18:05:46,https://www.fishbowlapp.com/post/hello-professionals-happy-spring-i-follow-many-instagram-sites-around-adhd-and-wondering-if-anyone-has-any-insight-or,672
ADHD,a Manager,San Diego State University,ADHD Consultants,a year,Has anyone used Liven for add/adhd symptom management?,1.0,1.0,,2024-09-18 18:06:00,https://www.fishbowlapp.com/post/has-anyone-used-liven-for-addadhd-symptom-management,673
ADHD,a Marketing Director,San Diego State University,ADHD Professionals,4 months,"Hi there!

I’m interested in getting a formal diagnosis (I identify with adhd and autism symptoms) however I would like a true evaluation to determine what it is.

Does anyone have recommendations for co or dr that offers testing? Im in Orange County but can drive to LA, San Diego etc

35 years old, tried in college to get evaluated but the price was $6k for the test so I didn’t move forward. Symptoms have only continued. Especially as I’ve taken on more responsibilities. Thank you!",1.0,3.0,,2024-09-18 18:06:22,https://www.fishbowlapp.com/post/hi-there-im-interested-in-getting-a-formal-diagnosis-i-identify-with-adhd-and-autism-symptoms-however-i-would-like-a-true,674
ADHD,a Consultant,San Diego State University,ADHD Consultants,6 months,"Sometimes I joke about my ""organized chaos"" to lighten the mood. But does it downplay how hard I actually work to manage my ADHD?",1.0,1.0,,2024-09-18 18:06:45,https://www.fishbowlapp.com/post/sometimes-i-joke-about-my-organized-chaos-to-lighten-the-mood-but-does-it-downplay-how-hard-i-actually-work-to-manage-my,675
ADHD,a Consultant 1,San Diego State University,New York City,6 months,Has anyone had a success and would recommend an adult ADHD coach ?,4.0,1.0,,2024-09-18 18:07:07,https://www.fishbowlapp.com/post/has-anyone-had-a-success-and-would-recommend-an-adult-adhd-coach,676
ADHD,a Paraprofessional,San Diego State University,ADHD Professionals,a year,"I just left a meeting with my boss and an attorney of education. I am trying to pass the CPI test. But, due to my Autism and ADHD, which affects my muscle and time reaction skills it has been a challenge. After 3 attempts, they are giving me 2 days off next week to prepare for the Crisis Intervention Writing and Physical Exam. Americans with Disability Act states that if I cannot pass, I am not qualified. Does that seem right ? Also, what can I do to pass ? I do not want to lose my job.",1.0,2.0,,2024-09-18 18:07:30,https://www.fishbowlapp.com/post/i-just-left-a-meeting-with-my-boss-and-an-attorney-of-education-i-am-trying-to-pass-the-cpi-test-but-due-to-my-autism-and-adhd,677
ADHD,an Attorney,San Diego State University,Lawyers with ADHD,8 months,"I recently had managing attorney request to see my notes from training with another attorney. This made me angry as it triggered old feelings and I found it demeaning. Am I over reacting? Angry having to explain that I am ADHD and my notes are not extensive as that is not how I learn. Requested written procedures as they would serve me better than taking notes while another attorney was training me. Not sure how I feel about revealing my ADHD,",4.0,2.0,,2024-09-18 18:07:52,https://www.fishbowlapp.com/post/i-recently-had-managing-attorney-request-to-see-my-notes-from-training-with-another-attorney-this-made-me-angry-as-it-triggered,678
ADHD,an Account Manager 1,San Diego State University,Depression/Anxiety Talk,6 months,Does anyone know if employers will discriminate against you for Autism/ADHD without telling you? I've been having anxious fits during interviews and I can tell it's affecting my ability to get a job.,2.0,1.0,,2024-09-18 18:08:16,https://www.fishbowlapp.com/post/does-anyone-know-if-employers-will-discriminate-against-you-for-autismadhd-without-telling-you-ive-been-having-anxious-fits,679
ADHD,an Associate,San Diego State University,ADHD Professionals,a year,"Been so restless and bored today. And just realized I forgot to take my adhd meds. Lol

That’s a whole day wasted 🥹",6.0,0.0,,2024-09-18 18:08:40,https://www.fishbowlapp.com/post/been-so-restless-and-bored-today-and-just-realized-i-forgot-to-take-my-adhd-meds-lolthats-a-whole-day-wasted,680
ADHD,an Associate 1,San Diego State University,Investment Banking - IBD,6 months,"Hi folks! I am a 2nd year MBA at Harvard Business School. I am working on a startup to improve accessibility and quality of care for adults with ADHD (especially for people in financial industry), a project originated from my own struggles in finding proper care and support. I'd would to learn your experience with ADHD care through a 20-min interview. Your input will be very valuable. If you're open to sharing, please DM me or email me at zzhou@mba2024.hbs.edu.",7.0,2.0,1.0,2024-09-18 18:09:03,https://www.fishbowlapp.com/post/hi-folks-i-am-a-2nd-year-mba-at-harvard-business-school-i-am-working-on-a-startup-to-improve-accessibility-and-quality-of-dsgi-5,681
ADHD,a Consultant,San Diego State University,ADHD Consultants,4 months,"Travel is a big part of my job, and my routines completely fall apart on the road. What are your essential ADHD travel hacks for staying organized, eating well, and getting enough sleep in unfamiliar hotels?",,2.0,,2024-09-18 18:09:16,https://www.fishbowlapp.com/post/travel-is-a-big-part-of-my-job-and-my-routines-completely-fall-apart-on-the-road-what-are-your-essential-adhd-travel-hacks-for-vegl-5,682
ADHD,,San Diego State University,ADHD Professionals,9 months,"Curious, what company do you work for and what type of role are you in? As a fellow ADHD professional, working in BI claims has been miserable. I want to get out of claims so badly. I am a creative at heart, but I am interested in various roles and opportunities. I’m curious to hear about your job role/title and what company you work for. Any of your companies hiring remotely? At the very least do you have any career recommendations? I am open to anything. I just need some inspiration.",2.0,7.0,,2024-09-18 18:09:50,https://www.fishbowlapp.com/post/curious-what-company-do-you-work-for-and-what-type-of-role-are-you-in-as-a-fellow-adhd-professional-working-in-bi-claims-has,683
ADHD,a Manager,San Diego State University,ADHD Professionals,a year,My friend just sent me this re: ADHD and imposter syndrome and 🤯 https://www.instagram.com/reel/CylawM_MV-7/?igshid=MzRlODBiNWFlZA==,3.0,0.0,,2024-09-18 18:10:28,https://www.fishbowlapp.com/post/my-friend-just-sent-me-this-re-adhd-and-imposter-syndrome-and,684
ADHD,an Internal Auditor,San Diego State University,Career Pivot,6d,"Hi everyone! I've worked for five years in audit and compliance and I'm honestly so done with the industry; I have ADHD and autism and the industry is brutal for neurodivergence. I'm desperate to find another life path and I'm willing to do part time education for whatever it is, what do you all suggest?",1.0,1.0,,2024-09-18 18:10:51,https://www.fishbowlapp.com/post/hi-everyone-ive-worked-for-five-years-in-audit-and-compliance-and-im-honestly-so-done-with-the-industry-i-have-adhd-and-autism,685
ADHD,an Associate,San Diego State University,Lawyers with ADHD,4 months,Have you all had any issues with getting your ADHD meds lately? Been seeing a lot of articles like this and it's making me nervous.,1.0,2.0,,2024-09-18 18:11:14,https://www.fishbowlapp.com/post/have-you-all-had-any-issues-with-getting-your-adhd-meds-lately-been-seeing-a-lot-of-articles-like-this-and-its-making-me,686
ADHD,,San Diego State University,Consulting,6 months,"Hi all,
I created this bowl for women with ADHD to create a safe space to share information, experiences or simply vent it out:
https://joinfishbowl.com/bowl_dsifo9pua4",2.0,0.0,,2024-09-18 18:11:36,https://www.fishbowlapp.com/post/hi-all-i-created-this-bowl-for-women-with-adhd-to-create-a-safe-space-to-share-information-experiences-or-simply-vent-it,687
ADHD,a Legal Transcriptionist,San Diego State University,Law,5 months,Has anyone else with ADHD and/or dyslexia been successful as a transcriptionist? I love it but I am SO SLOW at it.,3.0,0.0,,2024-09-18 18:12:09,https://www.fishbowlapp.com/post/has-anyone-else-with-adhd-andor-dyslexia-been-successful-as-a-transcriptionist-i-love-it-but-i-am-so-slow-at-it,688
ADHD,a Consultant,San Diego State University,ADHD Consultants,7 months,"How have you made your workspace work with your ADHD? I have a few ""fidget toys"" on my desk and a lamp with an LED bulb so I can dim it or make it a better color.",1.0,1.0,,2024-09-18 18:12:31,https://www.fishbowlapp.com/post/how-have-you-made-your-workspace-work-with-your-adhd-i-have-a-few-fitget-toys-on-my-desk-and-a-lamp-with-an-led-bulb-so-i-can-dim,689
ADHD,a Manager 1,San Diego State University,ADHD Consultants,a month,Anyone notice their ADHD symptoms getting worse after a round of antibiotics? I just came off of them for a chest infection and I feel like I’ve slipped so far backward with controlling my symptoms and it feels like my meds aren’t doing anything right now.,2.0,1.0,,2024-09-18 18:12:54,https://www.fishbowlapp.com/post/anyone-notice-their-adhd-symptoms-getting-worse-after-a-round-of-antibiotics-i-just-came-off-of-them-for-a-chest-infection-and-i,690
ADHD,an Associate,San Diego State University,Lawyers with ADHD,9 months,Anybody else having a really bad ADHD day today? Can’t focus at all and have only billed 4.1 after working 7hrs so far today…,4.0,2.0,,2024-09-18 18:13:16,https://www.fishbowlapp.com/post/anybody-else-having-a-really-bad-adhd-day-today-cant-focus-at-all-and-have-only-billed-4-1-after-working-7hrs-so-far-today,691
ADHD,a Video Editor,San Diego State University,Los Angeles,a year,Anyone reco a clinic or Dr. for an ADHD diagnosis in women?,4.0,1.0,,2024-09-18 18:13:40,https://www.fishbowlapp.com/post/anyone-reco-a-clinic-or-dr-for-an-adhd-diagnosis-in-women,692
ADHD,an Associate,San Diego State University,Lawyers with ADHD,9 months,Review day. I will never get used to the nerves. Trying to focus on growth instead of the fact that I will never be the perfect associate because I have adhd … I won’t even be close 🤪,8.0,1.0,,2024-09-18 18:14:02,https://www.fishbowlapp.com/post/review-day-i-will-never-get-used-to-the-nerves-trying-to-focus-on-growth-instead-of-the-fact-that-i-will-never-be-the-perfect,693
ADHD,a Manager,San Diego State University,ADHD Professionals,a year,"So I’ve never officially been diagnosed/medicated, but it’s time to get my life together, because I really am not doing myself any favors by not addressing my adhd. Does anyone have any recommendations for providers (online or in person)? Somehow online seems less scary but I also would like to have my insurance accepted…maybe I’m asking too much. Permanent address is currently Montana, but I travel all over the place for work.",2.0,1.0,,2024-09-18 18:14:24,https://www.fishbowlapp.com/post/so-ive-never-officially-been-diagnosedmedicated-but-its-time-to-get-my-life-together-because-i-really-am-not-doing-myself-any,694
ADHD,an Associate Consultant,San Diego State University,ADHD Professionals,a year,When you have inattentive adhd and someone is telling you a long-winded story.,3.0,0.0,,2024-09-18 18:14:46,https://www.fishbowlapp.com/post/when-you-have-inattentive-adhd-and-someone-is-telling-you-a-long-winded-story,695
ADHD,,San Diego State University,Lawyers with ADHD,5 months,"Hi everyone,

I'm a MBA candidate from HBS, currently working on a startup to bring accessible ADHD support for adults. This topic is deeply personal to me, as I have ADHD myself and have experienced challenges in getting the right care.

I would be very appreciative if you could fill out this survey, in an effort to gather meaningful insights on the care journey of fellow ADHDers.

Survey link: forms.gle/2VgTizjFhUJuR5X6A

If you have any Qs - happy to chat: zzhou@mba2024.hbs.edu

Thank you!!",5.0,0.0,,2024-09-18 18:15:08,https://www.fishbowlapp.com/post/hi-everyone-im-a-mba-candidate-from-hbs-currently-working-on-a-startup-to-bring-accessible-adhd-support-for-adults-this-xgmf-5,696
ADHD,a Consultant,San Diego State University,Confession,6 months,"Traveling with another family - two adults and two kids, all of whom have ADHD - feels like a complete nightmare! I'm only on the second day, and I'm on the verge of tears. Messy parents, spoiled kids...😭",2.0,1.0,,2024-09-18 18:15:41,https://www.fishbowlapp.com/post/traveling-with-another-family-two-adults-and-two-kids-all-of-whom-have-adhd-feels-like-a-complete-nightmare-im-only-on-the,697
ADHD,a Data Scientist,San Diego State University,ADHD Professionals,9 months,"Are there any USA folks who can speak to the ease and process of getting stimulant ADHD meds prescribed to them after a move from the US to Europe (UK, Netherlands, Germany, other countries generally). I’m thinking of asking my current company for a transfer to an European office, but I can’t do that if I can’t get my meds.",3.0,0.0,,2024-09-18 18:16:04,https://www.fishbowlapp.com/post/are-there-any-usa-folks-who-can-speak-to-the-ease-and-process-of-getting-stimulant-adhd-meds-prescribed-to-them-after-a-move,698
ADHD,a Chief Executive Officer,San Diego State University,ADHD Consultants,7 months,"Lesson I use from an ADHD coach 1: 15-minute time blocking. Time blocking is an obvious one, and 15 minute increments may sound overwhelming - but I do it in a myopic way. I spend about 30 minutes a day just creating my list and identifying the priorities for today only…",5.0,0.0,1.0,2024-09-18 18:16:26,https://www.fishbowlapp.com/post/lesson-i-use-from-an-adhd-coach-1-15-minute-time-blocking-time-blocking-is-an-obvious-one-and-15-minute-increments-may-sound-overwhelming,699
ADHD,a Chief Executive Officer 1,San Diego State University,ADHD Consultants,5 months,"Hi everyone,

I'm a MBA candidate from HBS, currently working on a startup to bring accessible ADHD support for adults. This topic is deeply personal to me, as I have ADHD myself and have experienced challenges in getting the right care.

I would be very appreciative if you could fill out this survey, in an effort to gather insights on the care journey of fellow ADHDers.

Survey link: forms.gle/2VgTizjFhUJuR5X6A

If you have any questions - happy to chat: zzhou@mba2024.hbs.edu

Thank you!!",4.0,1.0,,2024-09-18 18:16:47,https://www.fishbowlapp.com/post/hi-everyone-im-a-mba-candidate-from-hbs-currently-working-on-a-startup-to-bring-accessible-adhd-support-for-adults-this-dexs-5,700
ADHD,a Senior Manager,San Diego State University,Depression/Anxiety Talk,6 months,Does anyone else have ADHD? I recently discovered a health coach that has been so helpful,5.0,0.0,,2024-09-18 18:17:11,https://www.fishbowlapp.com/post/does-anyone-else-have-adhd-i-recently-discovered-a-health-coach-that-has-been-so-helpful,701
ADHD,an Associate,San Diego State University,Lawyers with ADHD,4 months,Anyone with ADHD willing to mentor an energy and infrastructure associate with adhd? I just don’t know where to turn to so I thought I would try this thread :),1.0,1.0,,2024-09-18 18:17:33,https://www.fishbowlapp.com/post/anyone-with-adhd-willing-to-mentor-an-energy-and-infrastructure-associate-with-adhd-i-just-dont-know-where-to-turn-to-so-i,702
ADHD,a Human Resources Director 1,San Diego State University,Depression/Anxiety Talk,a year,"I am having such a hard time with my ADHD and anxiety.
I'm not even 40 and leaving the work force and becoming social security dependent makes me so terrified. I don't want to do and I can't afford to. know. All my knowledge goes out the window when I get put in in an environment where it's impossible to focus. Has anyone been able to be successful or is it just me? I feel lost and hopeless",2.0,3.0,,2024-09-18 18:17:55,https://www.fishbowlapp.com/post/i-am-having-such-a-hard-time-with-my-adhd-and-anxiety-im-not-even-40-and-leaving-the-work-force-and-becoming-social-security,703
ADHD,a Marketing Manager,San Diego State University,ADHD Professionals,8 months,Anyone’s amazing adhd friendly company either remote or in Atlanta looking for an amazing jack of all trades marketer with 12 years of experience? I’m looking to expand my horizons and I know the best jobs aren’t posted yet! So any referrals would be great! Looking for approx 100k and benefits and a good work life balance. Thanks in advance.,4.0,0.0,,2024-09-18 18:18:22,https://www.fishbowlapp.com/post/anyones-amazing-adhd-friendly-company-either-remote-or-in-atlanta-looking-for-an-amazing-jack-of-all-trades-marketer-with,704
ADHD,,San Diego State University,Depression/Anxiety Talk,8 months,"Didn’t realize how badly my family business was exploiting me, and am in a really bad place now, both financially and emotionally. I have ADHD, anxiety, and depression, and I feel like it’s all crashing down on me. Literally out of money, and too terrified to ask for help, because I usually just get blamed for not being able to fix it myself. Any encouragement to keep going would be appreciated, it’s been a really bad week.",1.0,2.0,,2024-09-18 18:18:44,https://www.fishbowlapp.com/post/didnt-realize-how-badly-my-family-business-was-exploiting-me-and-am-in-a-really-bad-place-now-both-financially-and-emotionally-i,705
ADHD,a Mechanical Engineer,San Diego State University,NEURODIVERGENT PEOPLE,a year,"I'm still a pretty new engineer (grad 2022) and I'm struggling to figure out how to operate well in a work place? In addition to anxiety, depression, ADHD and probably autism, I'm chronically ill with POTS. I'm kinda stuck in a cycle where masking and anxiety of not understanding others wears me out and will flare me and I don't have enough time to recover before the cycle starts all over again.

Is there a way to actually get this under control in a predominantly neurotypical workplace?",,1.0,,2024-09-18 18:19:18,https://www.fishbowlapp.com/post/im-still-a-pretty-new-engineer-grad-2022-and-im-struggling-to-figure-out-how-to-operate-well-in-a-work-place-in-addition-to,706
ADHD,a Data Scientist,San Diego State University,Data & Analytics Consultants,8 months,Should I admit to my company that I have ADHD? It affects my workflow sometimes and I'm not sure if it will hurt me or harm me for them to know.,3.0,3.0,,2024-09-18 18:19:52,https://www.fishbowlapp.com/post/should-i-admit-to-my-company-that-i-have-adhd-it-affects-my-workflow-sometimes-and-im-not-sure-if-it-will-hurt-me-or-harm-me-for,707
ADHD,a Senior Product Manager,San Diego State University,Career Pivot,2 months,"I've been in software product management for the past 8 years with startups in different phases of growth. There are parts of this work I love so much and there are things about it I absolutely hate. Add to this that I have somewhat severe ADHD, which I finally got diagnosed after decades of just pushing through, and I'm wondering if there's a better career out there for me.

Does anyone have advice on what I could pivot to that would play into the strengths of a PM?",1.0,1.0,,2024-09-18 18:20:19,https://www.fishbowlapp.com/post/ive-been-in-software-product-management-for-the-past-8-years-with-startups-in-different-phases-of-growth-there-are-parts,708
ADHD,a Consultant,San Diego State University,ADHD Professionals,2d,Hi all! Ever wondered about other effective tools to help manage ADHD besides medications? Check out this event: https://www.linkedin.com/events/askmeanything-enhancingwell-bei7241136553412939776/,,0.0,,2024-09-18 18:20:42,https://www.fishbowlapp.com/post/hi-all-ever-wondered-about-other-effective-tools-to-help-manage-adhd-besides-medications-check-out-this-event,709
