Neurodiversity	Posted By	Employer	Time Posted	Content	Reactions	Timestamp Collected	Post URL	Hierarchy	Post ID	Comment ID,Neurodiversity,Posted By,Employer,Time Posted,Content,Reactions,Timestamp Collected,Post URL,Hierarchy,Post ID,Comment ID
,Autism,Other,an Attorney 1,9 months,There’s also a lawyers with ADHD bowl,3,2024-09-19 20:57:44,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations,1.0,23.0,67.0
,Autism,Author,Authoran Associate,9 months,"Yep, I’m a member and I posted there too but it was removed as a dupe. And, I’m curious about accommodations for mental health diagnoses beyond just ADHD, and I’m curious specifically about BL.","5
reactions",2024-09-19 20:57:44,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations,2.0,23.0,68.0
,Autism,Author,Authoran Associate,9 months,"Yep, I’m a member and I posted there too but it was removed as a dupe. And, I’m curious about accommodations for mental health diagnoses beyond just ADHD, and I’m curious specifically about BL.",5,2024-09-19 20:57:44,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations,1.0,23.0,69.0
,Autism,Author,an Associate 2,9 months,F,1,2024-09-19 20:57:44,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations,1.0,23.0,70.0
,Autism,Author,a Manager 1,9 months,I’m also curious to hear if anyone received accommodations for depression/anxiety. Tia,3,2024-09-19 20:57:44,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations,1.0,23.0,71.0
,Autism,Other,an Associate 3,9 months,I didn’t even know we could ask. I heard if someone going on a reduced schedule due to depression,"2
reactions",2024-09-19 20:57:44,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations,2.0,23.0,72.0
,Autism,Other,a Manager 1,9 months,"I’d imagine it would have to be well documented and supported by PCP or Psych.

Flexible work schedule sounds like a reasonable accommodation","1
reactions",2024-09-19 20:57:45,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations,3.0,23.0,73.0
,Autism,Other,a Manager 1,9 months,"I’d imagine it would have to be well documented and supported by PCP or Psych.

Flexible work schedule sounds like a reasonable accommodation",1,2024-09-19 20:57:45,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations,1.0,23.0,74.0
,Autism,Other,an of Counsel 1,9 months,I think this is 50% of people in biglaw honestly. Close to 100% of the partnership at some firms lolz.,2,2024-09-19 20:57:45,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations,1.0,23.0,75.0
,Autism,Other,Authora Solutions Architect,16d,"Meanwhile, my mom wants to chat for hours if she could. I don’t know how to best deal with it. On one hand, he’s had a successful career, and think he should be able to invest more into trying. On the other hand, he may not be able to 😞",,2024-09-19 20:58:09,https://www.fishbowlapp.com/post/in-the-past-few-years-my-dad-was-diagnosed-with-autism-and-has-struggled-to-display-emotion-or-attempt-to-ask-questions,1.0,24.0,76.0
,Autism,Other,a Senior Manager 1,16d,"Happy Birthday! Glad he remembered to text you and expressed emotion.

I can’t imagine going through most of his life without knowing his diagnosis nor learning skills to cope, people spend years with professionals. Getting the Autism diagnosis plus dealing with physical and cognitive decline that comes with aging must be hard on him as well as the family.

You can either do therapy to deal with your feelings, or educate yourself on how to help those with Autism, or both.",2,2024-09-19 20:58:09,https://www.fishbowlapp.com/post/in-the-past-few-years-my-dad-was-diagnosed-with-autism-and-has-struggled-to-display-emotion-or-attempt-to-ask-questions,1.0,24.0,77.0
,Autism,Other,a Security Analyst 1,16d,Sneaky birthday post 😕,,2024-09-19 20:58:09,https://www.fishbowlapp.com/post/in-the-past-few-years-my-dad-was-diagnosed-with-autism-and-has-struggled-to-display-emotion-or-attempt-to-ask-questions,1.0,24.0,78.0
,Autism,Other,a Marketing Manager 1,14d,You’re weird.,,2024-09-19 20:58:09,https://www.fishbowlapp.com/post/in-the-past-few-years-my-dad-was-diagnosed-with-autism-and-has-struggled-to-display-emotion-or-attempt-to-ask-questions,2.0,24.0,79.0
,Autism,Other,a Marketing Manager 1,14d,You’re weird.,,2024-09-19 20:58:09,https://www.fishbowlapp.com/post/in-the-past-few-years-my-dad-was-diagnosed-with-autism-and-has-struggled-to-display-emotion-or-attempt-to-ask-questions,1.0,24.0,80.0
,Autism,Other,an Analyst 1,15d,"If it helps my dad is NT and only ever texts in my bday so at least yours has a reason.


In all seriousness though I'm sorry, it does suck and it's ok to feel hard done by, even while you understand he can't really help it. I think therapy could be helpful, and in time you'll probably learn to accept that he isn't going to change. At least you have your mum to lean on.",1,2024-09-19 20:58:09,https://www.fishbowlapp.com/post/in-the-past-few-years-my-dad-was-diagnosed-with-autism-and-has-struggled-to-display-emotion-or-attempt-to-ask-questions,1.0,24.0,81.0
,Autism,Other,a Strategy Director 1,15d,"This is literally my sister with autism. I sent her a birthday present and she didn’t say anything, I asked if she got anything in the mail and she said “yup.” 😝

It can be hard sometimes. Just know that it isn’t based on you or anything that you’re doing, or how he feels about you. There’s just different emotional ceilings with autism. You’re right, this probably is the best he can do!",3,2024-09-19 20:58:09,https://www.fishbowlapp.com/post/in-the-past-few-years-my-dad-was-diagnosed-with-autism-and-has-struggled-to-display-emotion-or-attempt-to-ask-questions,1.0,24.0,82.0
,Autism,Other,Authoran Analyst,10 months,Can I ask why? My son is autistic and trying to understand his thoughts and reactions. What would make you feel better?,2,2024-09-19 20:58:23,https://www.fishbowlapp.com/post/autism-sucks-makes-we-wanna-kill-myself-everyday,1.0,25.0,83.0
,Autism,Author,Authoran Analyst,10 months,Taking sleeping pills and sleeping,,2024-09-19 20:58:23,https://www.fishbowlapp.com/post/autism-sucks-makes-we-wanna-kill-myself-everyday,2.0,25.0,84.0
,Autism,Author,Authoran Analyst,10 months,Taking sleeping pills and sleeping,,2024-09-19 20:58:23,https://www.fishbowlapp.com/post/autism-sucks-makes-we-wanna-kill-myself-everyday,1.0,25.0,85.0
,Autism,Author,an ACD Copywriter 1,10 months,"I very sorry you feel this way. Here’s a list of resources that can help. Some are free/low cost. Some may not pertain to your circumstances, but IMHO it’s worth a look. https://www.helpguide.org/find-help.htm",,2024-09-19 20:58:23,https://www.fishbowlapp.com/post/autism-sucks-makes-we-wanna-kill-myself-everyday,1.0,25.0,86.0
,Autism,Author,a Peer Recovery Coach 1,10 months,You may need medication. Risperdal works great for me,1,2024-09-19 20:58:23,https://www.fishbowlapp.com/post/autism-sucks-makes-we-wanna-kill-myself-everyday,1.0,25.0,87.0
,Autism,Author,a Peer Recovery Coach 1,10 months,You are worthy of life and love. You're just really sensitive and get your feelings hurt easily. I know bc im the same way. If you need to talk im here.,3,2024-09-19 20:58:23,https://www.fishbowlapp.com/post/autism-sucks-makes-we-wanna-kill-myself-everyday,1.0,25.0,88.0
,Autism,Author,a Music Composer 1,10 months,"Hey... I don't know you, and you don't know me. But I want you to know that I am autistic, too.

And I thought about that every once in a while because of the situation I am currently in right now. But the thought of that also scares me you know why? Because of the idea of me thinking about that at all. And most of all, talking about that, too. I don't know what you are going through, but I'm gonna tell you what my mom told me. No matter how different we are, in our case, born different, we are all created in this life for a purpose. You have a gift. And it's your responsibility to use that gift to your advantage, especially in the middle of your circumstances. If you allow negativity take control of your life, not only will it slow you down, but your dream will be lost forever. I know it's hard, which is all the more reason to not be afraid to ask for help. Let them know who you are. Let them know what you're capable of. And most of all, BE AN INSPIRATION to those who have it way worse than you. You did not get this far to give up now. I don't know if whether or not you have a belief system, but hold on to what you believe in. No matter what. If you need to reach out, let me know. Thanks for reading.",3,2024-09-19 20:58:24,https://www.fishbowlapp.com/post/autism-sucks-makes-we-wanna-kill-myself-everyday,1.0,25.0,89.0
,Autism,Author,a Music Composer 1,9 months,Hello again. How are you feeling now?,,2024-09-19 20:58:24,https://www.fishbowlapp.com/post/autism-sucks-makes-we-wanna-kill-myself-everyday,1.0,25.0,90.0
,Autism,Other,Ramboll 1,a year,"I’ve always view it as, everyone is somewhere on the spectrum. If you weren’t, life would be pretty boring and no one would have personalities.

Great mindset, and good luck!",2,2024-09-19 20:58:53,https://www.fishbowlapp.com/post/recently-diagnosed-with-being-on-the-spectrum-i-knew-im-a-little-off-but-i-didnt-think-id-have-so-many-traits-i-need-support,1.0,26.0,91.0
,Autism,Other,EY 1,a year,I like your spirit!,,2024-09-19 20:58:53,https://www.fishbowlapp.com/post/recently-diagnosed-with-being-on-the-spectrum-i-knew-im-a-little-off-but-i-didnt-think-id-have-so-many-traits-i-need-support,1.0,26.0,92.0
,Autism,Other,a Consultant 1,a year,Welcome to the neurotype. We’re everywhere.,1,2024-09-19 20:58:54,https://www.fishbowlapp.com/post/recently-diagnosed-with-being-on-the-spectrum-i-knew-im-a-little-off-but-i-didnt-think-id-have-so-many-traits-i-need-support,1.0,26.0,93.0
,Autism,Other,a Consultant 1,a year,Man it’s been almost a year since I was diagnosed and I still can’t figure out how to unmask. I can’t figure out what my mask is. I’m right there with you ✊,4,2024-09-19 20:58:54,https://www.fishbowlapp.com/post/recently-diagnosed-with-being-on-the-spectrum-i-knew-im-a-little-off-but-i-didnt-think-id-have-so-many-traits-i-need-support,1.0,26.0,94.0
,Autism,Other,a Consultant 1,a year,It’s hard. Really hard. You live with that mask long enough and it’s hard to tell where you end and the mask starts. But it gets better with time.,"1
reactions",2024-09-19 20:58:54,https://www.fishbowlapp.com/post/recently-diagnosed-with-being-on-the-spectrum-i-knew-im-a-little-off-but-i-didnt-think-id-have-so-many-traits-i-need-support,2.0,26.0,95.0
,Autism,Other,a Consultant 1,a year,It’s hard. Really hard. You live with that mask long enough and it’s hard to tell where you end and the mask starts. But it gets better with time.,1,2024-09-19 20:58:54,https://www.fishbowlapp.com/post/recently-diagnosed-with-being-on-the-spectrum-i-knew-im-a-little-off-but-i-didnt-think-id-have-so-many-traits-i-need-support,1.0,26.0,96.0
,Autism,Other,a Manager 1,a year,One of us!,1,2024-09-19 20:58:54,https://www.fishbowlapp.com/post/recently-diagnosed-with-being-on-the-spectrum-i-knew-im-a-little-off-but-i-didnt-think-id-have-so-many-traits-i-need-support,1.0,26.0,97.0
,Autism,Other,an Analyst 1,a year,"I suspect I might be on the spectrum too, because I can barely hold a convo and people usually don’t want to hang out with me too often. How did you get tested if you don’t mind me asking?",1,2024-09-19 20:58:54,https://www.fishbowlapp.com/post/recently-diagnosed-with-being-on-the-spectrum-i-knew-im-a-little-off-but-i-didnt-think-id-have-so-many-traits-i-need-support,1.0,26.0,98.0
,Autism,Other,a Consultant 1,a year,"Two choices: you can seek a diagnosis, but know in advance that most providers don’t have a clue about neurodiversity - you need to find a real expert. Other choice is to take one of several online tests and start to follow autistics on social media to see if you fit the community.",,2024-09-19 20:58:54,https://www.fishbowlapp.com/post/recently-diagnosed-with-being-on-the-spectrum-i-knew-im-a-little-off-but-i-didnt-think-id-have-so-many-traits-i-need-support,2.0,26.0,99.0
,Autism,Author,Authora Senior Analyst,a year,"I pay out of pocket for specialized psychologist. It took about 5 sessions to confirm the diagnosis and she had me take a few tests to confirm.

It's 200 bucks an hour but it's a massive difference vs the ones who take insurance or are on the apps.

You have to be willing to be vulnerable and share your thought processes and which traits you think you struggle with. Autism is a lot more than ""people don't like me"".

Either way I hope you get some help.","1
reactions",2024-09-19 20:58:55,https://www.fishbowlapp.com/post/recently-diagnosed-with-being-on-the-spectrum-i-knew-im-a-little-off-but-i-didnt-think-id-have-so-many-traits-i-need-support,3.0,26.0,100.0
,Autism,Author,Authora Senior Analyst,a year,"I pay out of pocket for specialized psychologist. It took about 5 sessions to confirm the diagnosis and she had me take a few tests to confirm.

It's 200 bucks an hour but it's a massive difference vs the ones who take insurance or are on the apps.

You have to be willing to be vulnerable and share your thought processes and which traits you think you struggle with. Autism is a lot more than ""people don't like me"".

Either way I hope you get some help.",1,2024-09-19 20:58:55,https://www.fishbowlapp.com/post/recently-diagnosed-with-being-on-the-spectrum-i-knew-im-a-little-off-but-i-didnt-think-id-have-so-many-traits-i-need-support,1.0,26.0,101.0
,Autism,Other,EY 2,2 months,"You should be looking at net worth, not how much “saved”. Some people pump more into investments, some more into their home, some people have more debt, etc.",1,2024-09-19 20:59:19,https://www.fishbowlapp.com/post/whats-a-good-amount-of-money-to-have-saved-up-by-50-i-do-have-some-extenuating-circumstances-like-a-disabled-mother-child,1.0,27.0,102.0
,Autism,Other,FTI Consulting 1,2 months,5-7x your annual income is usually a good measure but hard to say what is “good” but I am going to say about 2M$ by 50 given the situation. I would target about 3M$ by 60-65.,,2024-09-19 20:59:19,https://www.fishbowlapp.com/post/whats-a-good-amount-of-money-to-have-saved-up-by-50-i-do-have-some-extenuating-circumstances-like-a-disabled-mother-child,1.0,27.0,103.0
,Autism,Other,a Senior Product Manager 1,2 months,"As much as possible.

Focus on what you can do to maximize your savings given your situation. Dont try and compare yourself to others.",9,2024-09-19 20:59:20,https://www.fishbowlapp.com/post/whats-a-good-amount-of-money-to-have-saved-up-by-50-i-do-have-some-extenuating-circumstances-like-a-disabled-mother-child,1.0,27.0,104.0
,Autism,Other,EY 1,2 months,That depends on how much you make. Also try to estimate your expenses and income sources going forward to determine how much you might need.,,2024-09-19 20:59:20,https://www.fishbowlapp.com/post/whats-a-good-amount-of-money-to-have-saved-up-by-50-i-do-have-some-extenuating-circumstances-like-a-disabled-mother-child,1.0,27.0,105.0
,Autism,Other,Microsoft 1,2 months,"Do you own any assets like a house and if so, what’s the value?",,2024-09-19 20:59:20,https://www.fishbowlapp.com/post/whats-a-good-amount-of-money-to-have-saved-up-by-50-i-do-have-some-extenuating-circumstances-like-a-disabled-mother-child,1.0,27.0,106.0
,Autism,Other,a Manager 1,2 months,Half of the amount you'll need to retire. How much that is depends on your desired lifestyle.,,2024-09-19 20:59:20,https://www.fishbowlapp.com/post/whats-a-good-amount-of-money-to-have-saved-up-by-50-i-do-have-some-extenuating-circumstances-like-a-disabled-mother-child,1.0,27.0,107.0
,Autism,Other,a Vice President 1,2 months,10 times your annual expenses is a reasonable yardstick.,,2024-09-19 20:59:20,https://www.fishbowlapp.com/post/whats-a-good-amount-of-money-to-have-saved-up-by-50-i-do-have-some-extenuating-circumstances-like-a-disabled-mother-child,1.0,27.0,108.0
,Autism,Other,a Senior Analyst 1,2 months,For me? I’d say $4M in assets besides housing,,2024-09-19 20:59:20,https://www.fishbowlapp.com/post/whats-a-good-amount-of-money-to-have-saved-up-by-50-i-do-have-some-extenuating-circumstances-like-a-disabled-mother-child,1.0,27.0,109.0
,Autism,Other,a Financial Management Analyst 1,a year,"Dating is work. You got to put in the time and energy and be ready to deal with rejection/mismatches. It’s kind of an endurance sport.

Some disagree but I think involving family/friends may help. Letting them know you are looking and they could possibly have a person they think may be a good fit. You still have to take the time to get to know the person yourself though.",1,2024-09-19 20:59:34,https://www.fishbowlapp.com/post/i-think-i-keep-getting-turned-down-because-im-too-shy-and-quiet-im-a-guy-in-my-early-30s-does-anyone-have-any-advice-i-tried-going,1.0,28.0,110.0
,Autism,Other,Accenture 1,a year,"Try, try and try again.",2,2024-09-19 20:59:34,https://www.fishbowlapp.com/post/i-think-i-keep-getting-turned-down-because-im-too-shy-and-quiet-im-a-guy-in-my-early-30s-does-anyone-have-any-advice-i-tried-going,1.0,28.0,111.0
,Autism,Other,Progressive Insurance 1,a year,Have you tried online groups? Us single folks all out here struggling. It’s not just you.,3,2024-09-19 20:59:34,https://www.fishbowlapp.com/post/i-think-i-keep-getting-turned-down-because-im-too-shy-and-quiet-im-a-guy-in-my-early-30s-does-anyone-have-any-advice-i-tried-going,1.0,28.0,112.0
,Autism,Other,a Kitchen Manager 1,a year,Try finding someone online that shares similar interests as you that way it’s easy to talk and talk about subjects that interests both you and your date.,,2024-09-19 20:59:34,https://www.fishbowlapp.com/post/i-think-i-keep-getting-turned-down-because-im-too-shy-and-quiet-im-a-guy-in-my-early-30s-does-anyone-have-any-advice-i-tried-going,1.0,28.0,113.0
,Autism,Other,a Director 1,a year,"Some guy said he had autism then proceeded to ask me how spoiled I was as a child because I’m an only child. Don’t be like him.

I feel like he was simply trying to test boundaries on what he can say and he knew what he was saying was bad and was hoping to use autism as an excuse. The date was going decently well until that and unfortunately that was wellllll over the line for me.",1,2024-09-19 20:59:34,https://www.fishbowlapp.com/post/i-think-i-keep-getting-turned-down-because-im-too-shy-and-quiet-im-a-guy-in-my-early-30s-does-anyone-have-any-advice-i-tried-going,1.0,28.0,114.0
,Autism,Other,PwC 1,a year,It’s kind of difficult to judge that. I would be okay with that comment and may find it funny 😄 but I would be so offended by a guy giving me a physical compliment before I developed feelings for him (like you are so sexy etc),"1
reactions",2024-09-19 20:59:35,https://www.fishbowlapp.com/post/i-think-i-keep-getting-turned-down-because-im-too-shy-and-quiet-im-a-guy-in-my-early-30s-does-anyone-have-any-advice-i-tried-going,2.0,28.0,115.0
,Autism,Other,PwC 1,a year,It’s kind of difficult to judge that. I would be okay with that comment and may find it funny 😄 but I would be so offended by a guy giving me a physical compliment before I developed feelings for him (like you are so sexy etc),1,2024-09-19 20:59:35,https://www.fishbowlapp.com/post/i-think-i-keep-getting-turned-down-because-im-too-shy-and-quiet-im-a-guy-in-my-early-30s-does-anyone-have-any-advice-i-tried-going,1.0,28.0,116.0
,Autism,Other,PwC 1,a year,"Are you sure you are too shy? For instance, I value height and money making ability. Beyond that, I do all the talk and seduction.",1,2024-09-19 20:59:35,https://www.fishbowlapp.com/post/i-think-i-keep-getting-turned-down-because-im-too-shy-and-quiet-im-a-guy-in-my-early-30s-does-anyone-have-any-advice-i-tried-going,1.0,28.0,117.0
,Autism,Other,a Manager 1,a year,We're all out here struggling with the dating world.. I'm not even shy or too quiet. Maybe group classes like cooking classes could be a thing.,,2024-09-19 20:59:35,https://www.fishbowlapp.com/post/i-think-i-keep-getting-turned-down-because-im-too-shy-and-quiet-im-a-guy-in-my-early-30s-does-anyone-have-any-advice-i-tried-going,1.0,28.0,118.0
,Autism,Other,a Manager 1,10 months,"Hate to tell you this but schizophrenia also runs in families, and I don’t think can be tested for genetically.

But having kids is a gamble to some extent anyways; there are plenty of people with no autism in their immediate family that have autistic children, it’s a natural part of reproduction.",8,2024-09-19 21:32:14,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,1.0,29.0,1.0
,Autism,Author,Authoran Accessibility Designer,10 months,I did some research and it says you need to visit a genetic specialist. Never heard of this person. Trying to see if there are test which we can do to control this :( i am unemployed currently and random thoughts are racing my mind,,2024-09-19 21:32:14,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,2.0,29.0,2.0
,Autism,Author,Authoran Accessibility Designer,10 months,I did some research and it says you need to visit a genetic specialist. Never heard of this person. Trying to see if there are test which we can do to control this :( i am unemployed currently and random thoughts are racing my mind,,2024-09-19 21:32:15,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,1.0,29.0,3.0
,Autism,Author,Authoran Accessibility Designer,10 months,"I had genetic testing done through my fertility clinic. I’m not sure exactly what was tested for (it was like 200 things) but that could be worth exploring. If you aren’t seeing a fertility specialist, then maybe your OB/GYN might have some leads about genetic specialists to see prior to trying to conceive.

Unfortunately, you cannot really ‘control’ genetics. Unless maybe there are tests you could do on an embryo before implantation with IVF but I’m not sure exactly what conditions they test for with those. Other than that it is just testing both partners to get a statistical probability.

Also know that autism is a spectrum. What is shown in film/media as autism is not the only way autism presents and it is not always so severe.",2,2024-09-19 21:32:15,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,1.0,29.0,4.0
,Autism,Author,Authoran Accessibility Designer,10 months,"Yes my Nephew has Autism he is completely normal but never spoken a word and he is 6 years old . My husband sometimes gets emotional and it hurts to see him. It would really hurt us if we have one more child on the spectrum. I just want to try my best if we can avoid it. If not, that is god’s decision 🙂","1
reactions",2024-09-19 21:32:15,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,2.0,29.0,5.0
,Autism,Other,Bank of America 1,10 months,"What I am saying is that there are plenty of fully functioning adults on the autistic spectrum. Maybe come off a little socially awkward — but nothing so far as being non-verbal or other extremes.

Anyway, it seems like a genetic specialist would be your best bet. See if your local hospital has a way to search for departments or specialist on their website as a way to get started.","2
reactions",2024-09-19 21:32:15,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,3.0,29.0,6.0
,Autism,Author,Authoran Accessibility Designer,10 months,"Thank you for your response 🙏
I will look for a specialist soon",,2024-09-19 21:32:15,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,4.0,29.0,7.0
,Autism,Author,Authoran Accessibility Designer,10 months,"Thank you for your response 🙏
I will look for a specialist soon",,2024-09-19 21:32:15,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,1.0,29.0,8.0
,Autism,Author,a Director 1,10 months,"From your post, you seem to be in a same sex relationship. How are you going to choose who’s the donor sperm?",1,2024-09-19 21:32:16,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,1.0,29.0,9.0
,Autism,Author,Authoran Accessibility Designer,10 months,"No,",,2024-09-19 21:32:16,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,2.0,29.0,10.0
,Autism,Other,EY 1,10 months,"D1, I think OP meant “I AM 30YO”","1
reactions",2024-09-19 21:32:16,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,3.0,29.0,11.0
,Autism,Other,a Director 1,10 months,"Yes, so op is 30 yr old m talking about his husband?","1
reactions",2024-09-19 21:32:16,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,4.0,29.0,12.0
,Autism,Other,a Director 1,10 months,"Yes, so op is 30 yr old m talking about his husband?",1,2024-09-19 21:32:16,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,1.0,29.0,13.0
,Autism,Other,a Consultant 1,5 months,Explain?,3,2024-09-19 21:32:40,https://www.fishbowlapp.com/post/my-fellow-high-functioning-autists-please-stop-leaning-into-your-autism-if-you-can-help-it-despite-what-social-media-has,1.0,30.0,14.0
,Autism,Other,an Associate 1,5 months,"Basically, and this applies to anyone, despite what people say, don’t ever be yourself at work. It can usually only hurt you. The people who disagree are in the two camps: 1. Their true selves just happen to fit the mold already 2. They’re the owner of their own company and get to make their own rules like Elon",5,2024-09-19 21:32:40,https://www.fishbowlapp.com/post/my-fellow-high-functioning-autists-please-stop-leaning-into-your-autism-if-you-can-help-it-despite-what-social-media-has,1.0,30.0,15.0
,Autism,Other,a Consultant 2,5 months,This,,2024-09-19 21:32:40,https://www.fishbowlapp.com/post/my-fellow-high-functioning-autists-please-stop-leaning-into-your-autism-if-you-can-help-it-despite-what-social-media-has,2.0,30.0,16.0
,Autism,Other,a Consultant 2,5 months,This,,2024-09-19 21:32:40,https://www.fishbowlapp.com/post/my-fellow-high-functioning-autists-please-stop-leaning-into-your-autism-if-you-can-help-it-despite-what-social-media-has,1.0,30.0,17.0
,Autism,Other,a Partner 1,5 months,"Prior to the 2000s, autism meant that parents would have to plan 30 years after their lives to make sure their autistic child was taken care of. Today autism means ‘introvert.’",,2024-09-19 21:32:41,https://www.fishbowlapp.com/post/my-fellow-high-functioning-autists-please-stop-leaning-into-your-autism-if-you-can-help-it-despite-what-social-media-has,1.0,30.0,18.0
,Autism,Other,Restore aba and speech therapy (unverified) 1,5 months,Interesting perspective. Did you have any specific encounters?,,2024-09-19 21:32:41,https://www.fishbowlapp.com/post/my-fellow-high-functioning-autists-please-stop-leaning-into-your-autism-if-you-can-help-it-despite-what-social-media-has,1.0,30.0,19.0
,Autism,Other,a Civil Designer II 1,8 months,???? How do you have ADD if you don’t have hyper fixation?,2,2024-09-19 21:33:10,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,1.0,31.0,20.0
,Autism,Author,Author works at Boston Consulting Group,8 months,"Oh, I do 🤣 but this brings the outcomes to a whole other level!","1
reactions",2024-09-19 21:33:10,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,2.0,31.0,21.0
,Autism,Other,an Information Security Architect 1,8 months,Very specific hyperfocus gang rise up,,2024-09-19 21:33:10,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,3.0,31.0,22.0
,Autism,Other,a Civil Designer II 1,8 months,I didn’t mean it as an attack. The post makes no sense 🙃. My entire family and I have ADHD. Those who know… know…,,2024-09-19 21:33:10,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,4.0,31.0,23.0
,Autism,Other,a Senior Principal 1,8 months,"Yeah, this doesn't sound remotely real.

I struggle hard with ADHD and people who don't know... don't know","1
reactions",2024-09-19 21:33:10,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,5.0,31.0,24.0
,Autism,Other,an Information Security Architect 1,8 months,"Which part is unreal?
ADHD hyperfocus
Or autistic folk having a special interest

Trains","1
reactions",2024-09-19 21:33:10,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,6.0,31.0,25.0
,Autism,Other,an Information Security Architect 1,8 months,"Which part is unreal?
ADHD hyperfocus
Or autistic folk having a special interest

Trains",1,2024-09-19 21:33:11,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,1.0,31.0,26.0
